2026-01-30 22:05:56,808 INFO    StreamThr :2644 [internal.py:wandb_internal():86] W&B internal server running at pid: 2644, started at: 2026-01-30 22:05:56.806841
2026-01-30 22:07:47,982 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: stop_status
2026-01-30 22:07:47,982 DEBUG   SenderThread:2644 [sender.py:send_request():407] send_request: stop_status
2026-01-30 22:07:50,396 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: status_report
2026-01-30 22:07:55,528 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: status_report
2026-01-30 22:08:00,592 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: status_report
2026-01-30 22:08:02,815 DEBUG   SenderThread:2644 [sender.py:send():380] send: stats
2026-01-30 22:08:02,983 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: internal_messages
2026-01-30 22:08:02,984 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: stop_status
2026-01-30 22:08:02,985 DEBUG   SenderThread:2644 [sender.py:send_request():407] send_request: stop_status
2026-01-30 22:08:06,389 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: status_report
2026-01-30 22:08:11,461 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: status_report
2026-01-30 22:08:16,656 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: status_report
2026-01-30 22:08:17,999 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: internal_messages
2026-01-30 22:08:18,000 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: stop_status
2026-01-30 22:08:18,003 DEBUG   SenderThread:2644 [sender.py:send_request():407] send_request: stop_status
2026-01-30 22:08:22,451 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: status_report
2026-01-30 22:08:27,510 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: status_report
2026-01-30 22:08:32,589 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: status_report
2026-01-30 22:08:32,825 DEBUG   SenderThread:2644 [sender.py:send():380] send: stats
2026-01-30 22:08:33,009 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: internal_messages
2026-01-30 22:08:33,012 DEBUG   HandlerThread:2644 [handler.py:handle_request():146] handle_request: stop_status
2026-01-30 22:08:33,012 DEBUG   SenderThread:2644 [sender.py:send_request():407] send_request: stop_status
